Back|Object|56|..\..\..\Desktop\MapTool\Image\Texture\Back\Object\Back%d.png
Player_Head|Attack_spear1|8|..\..\MapTool\Image\Texture\Player\Player_Head\Attack_spear1\%d.png
Player_Head|Attack_spear2|8|..\..\MapTool\Image\Texture\Player\Player_Head\Attack_spear2\%d.png
Player_Head|Attack_spear3|8|..\..\MapTool\Image\Texture\Player\Player_Head\Attack_spear3\%d.png
Player_Head|Attack_spear4|8|..\..\MapTool\Image\Texture\Player\Player_Head\Attack_spear4\%d.png
Player_Head|Attack_spear5|8|..\..\MapTool\Image\Texture\Player\Player_Head\Attack_spear5\%d.png
Player_Head|Attack_sword1|10|..\..\MapTool\Image\Texture\Player\Player_Head\Attack_sword1\%d.png
Player_Head|Attack_sword2|10|..\..\MapTool\Image\Texture\Player\Player_Head\Attack_sword2\%d.png
Player_Head|Attack_sword3|10|..\..\MapTool\Image\Texture\Player\Player_Head\Attack_sword3\%d.png
Player_Head|Attack_sword4|10|..\..\MapTool\Image\Texture\Player\Player_Head\Attack_sword4\%d.png
Player_Head|Attack_sword5|10|..\..\MapTool\Image\Texture\Player\Player_Head\Attack_sword5\%d.png
Player_Head|Move1|8|..\..\MapTool\Image\Texture\Player\Player_Head\Move1\%d.png
Player_Head|Move2|8|..\..\MapTool\Image\Texture\Player\Player_Head\Move2\%d.png
Player_Head|Move3|8|..\..\MapTool\Image\Texture\Player\Player_Head\Move3\%d.png
Player_Head|Move4|8|..\..\MapTool\Image\Texture\Player\Player_Head\Move4\%d.png
Player_Head|Move5|8|..\..\MapTool\Image\Texture\Player\Player_Head\Move5\%d.png
Player_Head|Stand1|8|..\..\MapTool\Image\Texture\Player\Player_Head\Stand1\%d.png
Player_Head|Stand2|8|..\..\MapTool\Image\Texture\Player\Player_Head\Stand2\%d.png
Player_Head|Stand3|8|..\..\MapTool\Image\Texture\Player\Player_Head\Stand3\%d.png
Player_Head|Stand4|8|..\..\MapTool\Image\Texture\Player\Player_Head\Stand4\%d.png
Player_Head|Stand5|8|..\..\MapTool\Image\Texture\Player\Player_Head\Stand5\%d.png
Player_leftArm|Attack1|10|..\..\MapTool\Image\Texture\Player\Player_leftArm\Attack1\%d.png
Player_leftArm|Attack2|10|..\..\MapTool\Image\Texture\Player\Player_leftArm\Attack2\%d.png
Player_leftArm|Attack3|10|..\..\MapTool\Image\Texture\Player\Player_leftArm\Attack3\%d.png
Player_leftArm|Attack4|10|..\..\MapTool\Image\Texture\Player\Player_leftArm\Attack4\%d.png
Player_leftArm|Attack5|10|..\..\MapTool\Image\Texture\Player\Player_leftArm\Attack5\%d.png
Player_leftArm|Move1|8|..\..\MapTool\Image\Texture\Player\Player_leftArm\Move1\%d.png
Player_leftArm|Move2|8|..\..\MapTool\Image\Texture\Player\Player_leftArm\Move2\%d.png
Player_leftArm|Move3|8|..\..\MapTool\Image\Texture\Player\Player_leftArm\Move3\%d.png
Player_leftArm|Move4|8|..\..\MapTool\Image\Texture\Player\Player_leftArm\Move4\%d.png
Player_leftArm|Move5|8|..\..\MapTool\Image\Texture\Player\Player_leftArm\Move5\%d.png
Player_leftArm|Stand1|8|..\..\MapTool\Image\Texture\Player\Player_leftArm\Stand1\%d.png
Player_leftArm|Stand2|8|..\..\MapTool\Image\Texture\Player\Player_leftArm\Stand2\%d.png
Player_leftArm|Stand3|8|..\..\MapTool\Image\Texture\Player\Player_leftArm\Stand3\%d.png
Player_leftArm|Stand4|8|..\..\MapTool\Image\Texture\Player\Player_leftArm\Stand4\%d.png
Player_leftArm|Stand5|8|..\..\MapTool\Image\Texture\Player\Player_leftArm\Stand5\%d.png
Player_leftArmy|Attack_Bow1|8|..\..\MapTool\Image\Texture\Player\Player_leftArmy\Attack_Bow1\%d.png
Player_leftArmy|Attack_Bow2|8|..\..\MapTool\Image\Texture\Player\Player_leftArmy\Attack_Bow2\%d.png
Player_leftArmy|Attack_Bow3|8|..\..\MapTool\Image\Texture\Player\Player_leftArmy\Attack_Bow3\%d.png
Player_leftArmy|Attack_Bow4|8|..\..\MapTool\Image\Texture\Player\Player_leftArmy\Attack_Bow4\%d.png
Player_leftArmy|Attack_Bow5|8|..\..\MapTool\Image\Texture\Player\Player_leftArmy\Attack_Bow5\%d.png
Player_leftArmy|Attack_Gun1|8|..\..\MapTool\Image\Texture\Player\Player_leftArmy\Attack_Gun1\%d.png
Player_leftArmy|Attack_Gun2|8|..\..\MapTool\Image\Texture\Player\Player_leftArmy\Attack_Gun2\%d.png
Player_leftArmy|Attack_Gun3|8|..\..\MapTool\Image\Texture\Player\Player_leftArmy\Attack_Gun3\%d.png
Player_leftArmy|Attack_Gun4|8|..\..\MapTool\Image\Texture\Player\Player_leftArmy\Attack_Gun4\%d.png
Player_leftArmy|Attack_Gun5|8|..\..\MapTool\Image\Texture\Player\Player_leftArmy\Attack_Gun5\%d.png
Player_leftArmy|Attack_spear1|8|..\..\MapTool\Image\Texture\Player\Player_leftArmy\Attack_spear1\%d.png
Player_leftArmy|Attack_spear2|8|..\..\MapTool\Image\Texture\Player\Player_leftArmy\Attack_spear2\%d.png
Player_leftArmy|Attack_spear3|8|..\..\MapTool\Image\Texture\Player\Player_leftArmy\Attack_spear3\%d.png
Player_leftArmy|Attack_spear4|8|..\..\MapTool\Image\Texture\Player\Player_leftArmy\Attack_spear4\%d.png
Player_leftArmy|Attack_spear5|8|..\..\MapTool\Image\Texture\Player\Player_leftArmy\Attack_spear5\%d.png
Player_leftArmy|Attack_sword1|10|..\..\MapTool\Image\Texture\Player\Player_leftArmy\Attack_sword1\%d.png
Player_leftArmy|Attack_sword2|10|..\..\MapTool\Image\Texture\Player\Player_leftArmy\Attack_sword2\%d.png
Player_leftArmy|Attack_sword3|10|..\..\MapTool\Image\Texture\Player\Player_leftArmy\Attack_sword3\%d.png
Player_leftArmy|Attack_sword4|10|..\..\MapTool\Image\Texture\Player\Player_leftArmy\Attack_sword4\%d.png
Player_leftArmy|Attack_sword5|10|..\..\MapTool\Image\Texture\Player\Player_leftArmy\Attack_sword5\%d.png
Player_leftArmy|Move1|8|..\..\MapTool\Image\Texture\Player\Player_leftArmy\Move1\%d.png
Player_leftArmy|Move2|8|..\..\MapTool\Image\Texture\Player\Player_leftArmy\Move2\%d.png
Player_leftArmy|Move3|8|..\..\MapTool\Image\Texture\Player\Player_leftArmy\Move3\%d.png
Player_leftArmy|Move4|8|..\..\MapTool\Image\Texture\Player\Player_leftArmy\Move4\%d.png
Player_leftArmy|Move5|8|..\..\MapTool\Image\Texture\Player\Player_leftArmy\Move5\%d.png
Player_leftArmy|Stand1|8|..\..\MapTool\Image\Texture\Player\Player_leftArmy\Stand1\%d.png
Player_leftArmy|Stand2|8|..\..\MapTool\Image\Texture\Player\Player_leftArmy\Stand2\%d.png
Player_leftArmy|Stand3|8|..\..\MapTool\Image\Texture\Player\Player_leftArmy\Stand3\%d.png
Player_leftArmy|Stand4|8|..\..\MapTool\Image\Texture\Player\Player_leftArmy\Stand4\%d.png
Player_leftArmy|Stand5|8|..\..\MapTool\Image\Texture\Player\Player_leftArmy\Stand5\%d.png
Player_legs|Attack_Bow1|8|..\..\MapTool\Image\Texture\Player\Player_legs\Attack_Bow1\%d.png
Player_legs|Attack_Bow2|8|..\..\MapTool\Image\Texture\Player\Player_legs\Attack_Bow2\%d.png
Player_legs|Attack_Bow3|8|..\..\MapTool\Image\Texture\Player\Player_legs\Attack_Bow3\%d.png
Player_legs|Attack_Bow4|8|..\..\MapTool\Image\Texture\Player\Player_legs\Attack_Bow4\%d.png
Player_legs|Attack_Bow5|8|..\..\MapTool\Image\Texture\Player\Player_legs\Attack_Bow5\%d.png
Player_legs|Attack_Gun1|8|..\..\MapTool\Image\Texture\Player\Player_legs\Attack_Gun1\%d.png
Player_legs|Attack_Gun2|8|..\..\MapTool\Image\Texture\Player\Player_legs\Attack_Gun2\%d.png
Player_legs|Attack_Gun3|8|..\..\MapTool\Image\Texture\Player\Player_legs\Attack_Gun3\%d.png
Player_legs|Attack_Gun4|8|..\..\MapTool\Image\Texture\Player\Player_legs\Attack_Gun4\%d.png
Player_legs|Attack_Gun5|8|..\..\MapTool\Image\Texture\Player\Player_legs\Attack_Gun5\%d.png
Player_legs|Attack_spear1|8|..\..\MapTool\Image\Texture\Player\Player_legs\Attack_spear1\%d.png
Player_legs|Attack_spear2|8|..\..\MapTool\Image\Texture\Player\Player_legs\Attack_spear2\%d.png
Player_legs|Attack_spear3|8|..\..\MapTool\Image\Texture\Player\Player_legs\Attack_spear3\%d.png
Player_legs|Attack_spear4|8|..\..\MapTool\Image\Texture\Player\Player_legs\Attack_spear4\%d.png
Player_legs|Attack_spear5|8|..\..\MapTool\Image\Texture\Player\Player_legs\Attack_spear5\%d.png
Player_legs|Attack_sword1|10|..\..\MapTool\Image\Texture\Player\Player_legs\Attack_sword1\%d.png
Player_legs|Attack_sword2|10|..\..\MapTool\Image\Texture\Player\Player_legs\Attack_sword2\%d.png
Player_legs|Attack_sword3|10|..\..\MapTool\Image\Texture\Player\Player_legs\Attack_sword3\%d.png
Player_legs|Attack_sword4|10|..\..\MapTool\Image\Texture\Player\Player_legs\Attack_sword4\%d.png
Player_legs|Attack_sword5|10|..\..\MapTool\Image\Texture\Player\Player_legs\Attack_sword5\%d.png
Player_legs|Move1|8|..\..\MapTool\Image\Texture\Player\Player_legs\Move1\%d.png
Player_legs|Move2|8|..\..\MapTool\Image\Texture\Player\Player_legs\Move2\%d.png
Player_legs|Move3|8|..\..\MapTool\Image\Texture\Player\Player_legs\Move3\%d.png
Player_legs|Move4|8|..\..\MapTool\Image\Texture\Player\Player_legs\Move4\%d.png
Player_legs|Move5|8|..\..\MapTool\Image\Texture\Player\Player_legs\Move5\%d.png
Player_legs|Stand1|8|..\..\MapTool\Image\Texture\Player\Player_legs\Stand1\%d.png
Player_legs|Stand2|8|..\..\MapTool\Image\Texture\Player\Player_legs\Stand2\%d.png
Player_legs|Stand3|8|..\..\MapTool\Image\Texture\Player\Player_legs\Stand3\%d.png
Player_legs|Stand4|8|..\..\MapTool\Image\Texture\Player\Player_legs\Stand4\%d.png
Player_legs|Stand5|8|..\..\MapTool\Image\Texture\Player\Player_legs\Stand5\%d.png
Player_rightArm|Attack1|10|..\..\MapTool\Image\Texture\Player\Player_rightArm\Attack1\%d.png
Player_rightArm|Attack2|10|..\..\MapTool\Image\Texture\Player\Player_rightArm\Attack2\%d.png
Player_rightArm|Attack3|10|..\..\MapTool\Image\Texture\Player\Player_rightArm\Attack3\%d.png
Player_rightArm|Attack4|10|..\..\MapTool\Image\Texture\Player\Player_rightArm\Attack4\%d.png
Player_rightArm|Attack5|10|..\..\MapTool\Image\Texture\Player\Player_rightArm\Attack5\%d.png
Player_rightArm|Move1|8|..\..\MapTool\Image\Texture\Player\Player_rightArm\Move1\%d.png
Player_rightArm|Move2|8|..\..\MapTool\Image\Texture\Player\Player_rightArm\Move2\%d.png
Player_rightArm|Move3|8|..\..\MapTool\Image\Texture\Player\Player_rightArm\Move3\%d.png
Player_rightArm|Move4|8|..\..\MapTool\Image\Texture\Player\Player_rightArm\Move4\%d.png
Player_rightArm|Move5|8|..\..\MapTool\Image\Texture\Player\Player_rightArm\Move5\%d.png
Player_rightArm|Stand1|8|..\..\MapTool\Image\Texture\Player\Player_rightArm\Stand1\%d.png
Player_rightArm|Stand2|8|..\..\MapTool\Image\Texture\Player\Player_rightArm\Stand2\%d.png
Player_rightArm|Stand3|8|..\..\MapTool\Image\Texture\Player\Player_rightArm\Stand3\%d.png
Player_rightArm|Stand4|8|..\..\MapTool\Image\Texture\Player\Player_rightArm\Stand4\%d.png
Player_rightArm|Stand5|8|..\..\MapTool\Image\Texture\Player\Player_rightArm\Stand5\%d.png
Player_rightArmy|Attack_Bow1|8|..\..\MapTool\Image\Texture\Player\Player_rightArmy\Attack_Bow1\%d.png
Player_rightArmy|Attack_Bow2|8|..\..\MapTool\Image\Texture\Player\Player_rightArmy\Attack_Bow2\%d.png
Player_rightArmy|Attack_Bow3|8|..\..\MapTool\Image\Texture\Player\Player_rightArmy\Attack_Bow3\%d.png
Player_rightArmy|Attack_Bow4|8|..\..\MapTool\Image\Texture\Player\Player_rightArmy\Attack_Bow4\%d.png
Player_rightArmy|Attack_Bow5|8|..\..\MapTool\Image\Texture\Player\Player_rightArmy\Attack_Bow5\%d.png
Player_rightArmy|Attack_Gun1|8|..\..\MapTool\Image\Texture\Player\Player_rightArmy\Attack_Gun1\%d.png
Player_rightArmy|Attack_Gun2|8|..\..\MapTool\Image\Texture\Player\Player_rightArmy\Attack_Gun2\%d.png
Player_rightArmy|Attack_Gun3|8|..\..\MapTool\Image\Texture\Player\Player_rightArmy\Attack_Gun3\%d.png
Player_rightArmy|Attack_Gun4|8|..\..\MapTool\Image\Texture\Player\Player_rightArmy\Attack_Gun4\%d.png
Player_rightArmy|Attack_Gun5|8|..\..\MapTool\Image\Texture\Player\Player_rightArmy\Attack_Gun5\%d.png
Player_rightArmy|Attack_spear1|8|..\..\MapTool\Image\Texture\Player\Player_rightArmy\Attack_spear1\%d.png
Player_rightArmy|Attack_spear2|8|..\..\MapTool\Image\Texture\Player\Player_rightArmy\Attack_spear2\%d.png
Player_rightArmy|Attack_spear3|8|..\..\MapTool\Image\Texture\Player\Player_rightArmy\Attack_spear3\%d.png
Player_rightArmy|Attack_spear4|8|..\..\MapTool\Image\Texture\Player\Player_rightArmy\Attack_spear4\%d.png
Player_rightArmy|Attack_spear5|8|..\..\MapTool\Image\Texture\Player\Player_rightArmy\Attack_spear5\%d.png
Player_rightArmy|Attack_sword1|10|..\..\MapTool\Image\Texture\Player\Player_rightArmy\Attack_sword1\%d.png
Player_rightArmy|Attack_sword2|10|..\..\MapTool\Image\Texture\Player\Player_rightArmy\Attack_sword2\%d.png
Player_rightArmy|Attack_sword3|10|..\..\MapTool\Image\Texture\Player\Player_rightArmy\Attack_sword3\%d.png
Player_rightArmy|Attack_sword4|10|..\..\MapTool\Image\Texture\Player\Player_rightArmy\Attack_sword4\%d.png
Player_rightArmy|Attack_sword5|10|..\..\MapTool\Image\Texture\Player\Player_rightArmy\Attack_sword5\%d.png
Player_rightArmy|Move1|8|..\..\MapTool\Image\Texture\Player\Player_rightArmy\Move1\%d.png
Player_rightArmy|Move2|8|..\..\MapTool\Image\Texture\Player\Player_rightArmy\Move2\%d.png
Player_rightArmy|Move3|8|..\..\MapTool\Image\Texture\Player\Player_rightArmy\Move3\%d.png
Player_rightArmy|Move4|8|..\..\MapTool\Image\Texture\Player\Player_rightArmy\Move4\%d.png
Player_rightArmy|Move5|8|..\..\MapTool\Image\Texture\Player\Player_rightArmy\Move5\%d.png
Player_rightArmy|Stand1|8|..\..\MapTool\Image\Texture\Player\Player_rightArmy\Stand1\%d.png
Player_rightArmy|Stand2|8|..\..\MapTool\Image\Texture\Player\Player_rightArmy\Stand2\%d.png
Player_rightArmy|Stand3|8|..\..\MapTool\Image\Texture\Player\Player_rightArmy\Stand3\%d.png
Player_rightArmy|Stand4|8|..\..\MapTool\Image\Texture\Player\Player_rightArmy\Stand4\%d.png
Player_rightArmy|Stand5|8|..\..\MapTool\Image\Texture\Player\Player_rightArmy\Stand5\%d.png
Weapon_Gumangdo|Attack_sword1|10|..\..\MapTool\Image\Texture\Player\Weapon_Gumangdo\Attack_sword1\%d.png
Weapon_Gumangdo|Attack_sword2|10|..\..\MapTool\Image\Texture\Player\Weapon_Gumangdo\Attack_sword2\%d.png
Weapon_Gumangdo|Attack_sword3|10|..\..\MapTool\Image\Texture\Player\Weapon_Gumangdo\Attack_sword3\%d.png
Weapon_Gumangdo|Attack_sword4|10|..\..\MapTool\Image\Texture\Player\Weapon_Gumangdo\Attack_sword4\%d.png
Weapon_Gumangdo|Attack_sword5|10|..\..\MapTool\Image\Texture\Player\Weapon_Gumangdo\Attack_sword5\%d.png
Weapon_Gumangdo|Move1|8|..\..\MapTool\Image\Texture\Player\Weapon_Gumangdo\Move1\%d.png
Weapon_Gumangdo|Move2|8|..\..\MapTool\Image\Texture\Player\Weapon_Gumangdo\Move2\%d.png
Weapon_Gumangdo|Move3|8|..\..\MapTool\Image\Texture\Player\Weapon_Gumangdo\Move3\%d.png
Weapon_Gumangdo|Move4|8|..\..\MapTool\Image\Texture\Player\Weapon_Gumangdo\Move4\%d.png
Weapon_Gumangdo|Move5|8|..\..\MapTool\Image\Texture\Player\Weapon_Gumangdo\Move5\%d.png
Weapon_Gumangdo|Stand1|8|..\..\MapTool\Image\Texture\Player\Weapon_Gumangdo\Stand1\%d.png
Weapon_Gumangdo|Stand2|8|..\..\MapTool\Image\Texture\Player\Weapon_Gumangdo\Stand2\%d.png
Weapon_Gumangdo|Stand3|8|..\..\MapTool\Image\Texture\Player\Weapon_Gumangdo\Stand3\%d.png
Weapon_Gumangdo|Stand4|8|..\..\MapTool\Image\Texture\Player\Weapon_Gumangdo\Stand4\%d.png
Weapon_Gumangdo|Stand5|8|..\..\MapTool\Image\Texture\Player\Weapon_Gumangdo\Stand5\%d.png
Weapon_Hyungspear|Attack_spear1|8|..\..\MapTool\Image\Texture\Player\Weapon_Hyungspear\Attack_spear1\%d.png
Weapon_Hyungspear|Attack_spear2|8|..\..\MapTool\Image\Texture\Player\Weapon_Hyungspear\Attack_spear2\%d.png
Weapon_Hyungspear|Attack_spear3|8|..\..\MapTool\Image\Texture\Player\Weapon_Hyungspear\Attack_spear3\%d.png
Weapon_Hyungspear|Attack_spear4|8|..\..\MapTool\Image\Texture\Player\Weapon_Hyungspear\Attack_spear4\%d.png
Weapon_Hyungspear|Attack_spear5|8|..\..\MapTool\Image\Texture\Player\Weapon_Hyungspear\Attack_spear5\%d.png
Weapon_Hyungspear|Move1|8|..\..\MapTool\Image\Texture\Player\Weapon_Hyungspear\Move1\%d.png
Weapon_Hyungspear|Move2|8|..\..\MapTool\Image\Texture\Player\Weapon_Hyungspear\Move2\%d.png
Weapon_Hyungspear|Move3|8|..\..\MapTool\Image\Texture\Player\Weapon_Hyungspear\Move3\%d.png
Weapon_Hyungspear|Move4|8|..\..\MapTool\Image\Texture\Player\Weapon_Hyungspear\Move4\%d.png
Weapon_Hyungspear|Move5|8|..\..\MapTool\Image\Texture\Player\Weapon_Hyungspear\Move5\%d.png
Weapon_Hyungspear|Stand1|8|..\..\MapTool\Image\Texture\Player\Weapon_Hyungspear\Stand1\%d.png
Weapon_Hyungspear|Stand2|8|..\..\MapTool\Image\Texture\Player\Weapon_Hyungspear\Stand2\%d.png
Weapon_Hyungspear|Stand3|8|..\..\MapTool\Image\Texture\Player\Weapon_Hyungspear\Stand3\%d.png
Weapon_Hyungspear|Stand4|8|..\..\MapTool\Image\Texture\Player\Weapon_Hyungspear\Stand4\%d.png
Weapon_Hyungspear|Stand5|8|..\..\MapTool\Image\Texture\Player\Weapon_Hyungspear\Stand5\%d.png
Weapon_RedBow|Attack_Bow1|8|..\..\MapTool\Image\Texture\Player\Weapon_RedBow\Attack_Bow1\%d.png
Weapon_RedBow|Attack_Bow2|8|..\..\MapTool\Image\Texture\Player\Weapon_RedBow\Attack_Bow2\%d.png
Weapon_RedBow|Attack_Bow3|8|..\..\MapTool\Image\Texture\Player\Weapon_RedBow\Attack_Bow3\%d.png
Weapon_RedBow|Attack_Bow4|8|..\..\MapTool\Image\Texture\Player\Weapon_RedBow\Attack_Bow4\%d.png
Weapon_RedBow|Attack_Bow5|8|..\..\MapTool\Image\Texture\Player\Weapon_RedBow\Attack_Bow5\%d.png
Weapon_RedBow|Move1|8|..\..\MapTool\Image\Texture\Player\Weapon_RedBow\Move1\%d.png
Weapon_RedBow|Move2|8|..\..\MapTool\Image\Texture\Player\Weapon_RedBow\Move2\%d.png
Weapon_RedBow|Move3|8|..\..\MapTool\Image\Texture\Player\Weapon_RedBow\Move3\%d.png
Weapon_RedBow|Move4|8|..\..\MapTool\Image\Texture\Player\Weapon_RedBow\Move4\%d.png
Weapon_RedBow|Move5|8|..\..\MapTool\Image\Texture\Player\Weapon_RedBow\Move5\%d.png
Weapon_RedBow|Stand1|8|..\..\MapTool\Image\Texture\Player\Weapon_RedBow\Stand1\%d.png
Weapon_RedBow|Stand2|8|..\..\MapTool\Image\Texture\Player\Weapon_RedBow\Stand2\%d.png
Weapon_RedBow|Stand3|8|..\..\MapTool\Image\Texture\Player\Weapon_RedBow\Stand3\%d.png
Weapon_RedBow|Stand4|8|..\..\MapTool\Image\Texture\Player\Weapon_RedBow\Stand4\%d.png
Weapon_RedBow|Stand5|8|..\..\MapTool\Image\Texture\Player\Weapon_RedBow\Stand5\%d.png
Weapon_ThunderGun|Attack_Gun1|8|..\..\MapTool\Image\Texture\Player\Weapon_ThunderGun\Attack_Gun1\%d.png
Weapon_ThunderGun|Attack_Gun2|8|..\..\MapTool\Image\Texture\Player\Weapon_ThunderGun\Attack_Gun2\%d.png
Weapon_ThunderGun|Attack_Gun3|8|..\..\MapTool\Image\Texture\Player\Weapon_ThunderGun\Attack_Gun3\%d.png
Weapon_ThunderGun|Attack_Gun4|8|..\..\MapTool\Image\Texture\Player\Weapon_ThunderGun\Attack_Gun4\%d.png
Weapon_ThunderGun|Attack_Gun5|8|..\..\MapTool\Image\Texture\Player\Weapon_ThunderGun\Attack_Gun5\%d.png
Weapon_ThunderGun|Move1|8|..\..\MapTool\Image\Texture\Player\Weapon_ThunderGun\Move1\%d.png
Weapon_ThunderGun|Move2|8|..\..\MapTool\Image\Texture\Player\Weapon_ThunderGun\Move2\%d.png
Weapon_ThunderGun|Move3|8|..\..\MapTool\Image\Texture\Player\Weapon_ThunderGun\Move3\%d.png
Weapon_ThunderGun|Move4|8|..\..\MapTool\Image\Texture\Player\Weapon_ThunderGun\Move4\%d.png
Weapon_ThunderGun|Move5|8|..\..\MapTool\Image\Texture\Player\Weapon_ThunderGun\Move5\%d.png
Weapon_ThunderGun|Stand1|8|..\..\MapTool\Image\Texture\Player\Weapon_ThunderGun\Stand1\%d.png
Weapon_ThunderGun|Stand2|8|..\..\MapTool\Image\Texture\Player\Weapon_ThunderGun\Stand2\%d.png
Weapon_ThunderGun|Stand3|8|..\..\MapTool\Image\Texture\Player\Weapon_ThunderGun\Stand3\%d.png
Weapon_ThunderGun|Stand4|8|..\..\MapTool\Image\Texture\Player\Weapon_ThunderGun\Stand4\%d.png
Weapon_ThunderGun|Stand5|8|..\..\MapTool\Image\Texture\Player\Weapon_ThunderGun\Stand5\%d.png
Damoon|Attack1|8|..\..\MapTool\Image\Texture\Unit\Damoon\Attack1\%d.png
Damoon|Attack2|8|..\..\MapTool\Image\Texture\Unit\Damoon\Attack2\%d.png
Damoon|Attack3|8|..\..\MapTool\Image\Texture\Unit\Damoon\Attack3\%d.png
Damoon|Attack4|8|..\..\MapTool\Image\Texture\Unit\Damoon\Attack4\%d.png
Damoon|Attack5|8|..\..\MapTool\Image\Texture\Unit\Damoon\Attack5\%d.png
Damoon|Dead|10|..\..\MapTool\Image\Texture\Unit\Damoon\Dead\%d.png
Damoon|Move1|8|..\..\MapTool\Image\Texture\Unit\Damoon\Move1\%d.png
Damoon|Move2|8|..\..\MapTool\Image\Texture\Unit\Damoon\Move2\%d.png
Damoon|Move3|8|..\..\MapTool\Image\Texture\Unit\Damoon\Move3\%d.png
Damoon|Move4|8|..\..\MapTool\Image\Texture\Unit\Damoon\Move4\%d.png
Damoon|Move5|8|..\..\MapTool\Image\Texture\Unit\Damoon\Move5\%d.png
Damoon|Stand1|8|..\..\MapTool\Image\Texture\Unit\Damoon\Stand1\%d.png
Damoon|Stand2|8|..\..\MapTool\Image\Texture\Unit\Damoon\Stand2\%d.png
Damoon|Stand3|8|..\..\MapTool\Image\Texture\Unit\Damoon\Stand3\%d.png
Damoon|Stand4|8|..\..\MapTool\Image\Texture\Unit\Damoon\Stand4\%d.png
Damoon|Stand5|8|..\..\MapTool\Image\Texture\Unit\Damoon\Stand5\%d.png
Dragon|Attack1|12|..\..\MapTool\Image\Texture\Unit\Dragon\Attack1\%d.png
Dragon|Attack2|12|..\..\MapTool\Image\Texture\Unit\Dragon\Attack2\%d.png
Dragon|Attack3|12|..\..\MapTool\Image\Texture\Unit\Dragon\Attack3\%d.png
Dragon|Attack4|12|..\..\MapTool\Image\Texture\Unit\Dragon\Attack4\%d.png
Dragon|Attack5|12|..\..\MapTool\Image\Texture\Unit\Dragon\Attack5\%d.png
Dragon|Dead|14|..\..\MapTool\Image\Texture\Unit\Dragon\Dead\%d.png
Dragon|Move1|11|..\..\MapTool\Image\Texture\Unit\Dragon\Move1\%d.png
Dragon|Move2|11|..\..\MapTool\Image\Texture\Unit\Dragon\Move2\%d.png
Dragon|Move3|11|..\..\MapTool\Image\Texture\Unit\Dragon\Move3\%d.png
Dragon|Move4|11|..\..\MapTool\Image\Texture\Unit\Dragon\Move4\%d.png
Dragon|Move5|11|..\..\MapTool\Image\Texture\Unit\Dragon\Move5\%d.png
Dragon|Skill1|14|..\..\MapTool\Image\Texture\Unit\Dragon\Skill1\%d.png
Dragon|Skill2|14|..\..\MapTool\Image\Texture\Unit\Dragon\Skill2\%d.png
Dragon|Skill3|14|..\..\MapTool\Image\Texture\Unit\Dragon\Skill3\%d.png
Dragon|Skill4|14|..\..\MapTool\Image\Texture\Unit\Dragon\Skill4\%d.png
Dragon|Skill5|14|..\..\MapTool\Image\Texture\Unit\Dragon\Skill5\%d.png
Dragon|Stand1|8|..\..\MapTool\Image\Texture\Unit\Dragon\Stand1\%d.png
Dragon|Stand2|8|..\..\MapTool\Image\Texture\Unit\Dragon\Stand2\%d.png
Dragon|Stand3|8|..\..\MapTool\Image\Texture\Unit\Dragon\Stand3\%d.png
Dragon|Stand4|8|..\..\MapTool\Image\Texture\Unit\Dragon\Stand4\%d.png
Dragon|Stand5|8|..\..\MapTool\Image\Texture\Unit\Dragon\Stand5\%d.png
FireBird|Attack1|8|..\..\MapTool\Image\Texture\Unit\FireBird\Attack1\%d.png
FireBird|Attack2|8|..\..\MapTool\Image\Texture\Unit\FireBird\Attack2\%d.png
FireBird|Attack3|8|..\..\MapTool\Image\Texture\Unit\FireBird\Attack3\%d.png
FireBird|Attack4|8|..\..\MapTool\Image\Texture\Unit\FireBird\Attack4\%d.png
FireBird|Attack5|8|..\..\MapTool\Image\Texture\Unit\FireBird\Attack5\%d.png
FireBird|Dead|8|..\..\MapTool\Image\Texture\Unit\FireBird\Dead\%d.png
FireBird|Move1|8|..\..\MapTool\Image\Texture\Unit\FireBird\Move1\%d.png
FireBird|Move2|8|..\..\MapTool\Image\Texture\Unit\FireBird\Move2\%d.png
FireBird|Move3|8|..\..\MapTool\Image\Texture\Unit\FireBird\Move3\%d.png
FireBird|Move4|8|..\..\MapTool\Image\Texture\Unit\FireBird\Move4\%d.png
FireBird|Move5|8|..\..\MapTool\Image\Texture\Unit\FireBird\Move5\%d.png
FireBird|Stand1|8|..\..\MapTool\Image\Texture\Unit\FireBird\Stand1\%d.png
FireBird|Stand2|8|..\..\MapTool\Image\Texture\Unit\FireBird\Stand2\%d.png
FireBird|Stand3|8|..\..\MapTool\Image\Texture\Unit\FireBird\Stand3\%d.png
FireBird|Stand4|8|..\..\MapTool\Image\Texture\Unit\FireBird\Stand4\%d.png
FireBird|Stand5|8|..\..\MapTool\Image\Texture\Unit\FireBird\Stand5\%d.png
Guangmok|Attack1|10|..\..\MapTool\Image\Texture\Unit\Guangmok\Attack1\%d.png
Guangmok|Attack2|10|..\..\MapTool\Image\Texture\Unit\Guangmok\Attack2\%d.png
Guangmok|Attack3|10|..\..\MapTool\Image\Texture\Unit\Guangmok\Attack3\%d.png
Guangmok|Attack4|10|..\..\MapTool\Image\Texture\Unit\Guangmok\Attack4\%d.png
